"locality","month","year","variable","value"
"Yapsiei",6,1977,"ppt",316.5
"Yapsiei",7,1977,"tmin",21.7
"Yapsiei",7,1977,"tmax",28.6
"Yapsiei",7,1977,"tavg",25.15
"Yapsiei",7,1977,"ppt",460.3
"Yapsiei",8,1977,"tmin",21.5
"Yapsiei",8,1977,"tmax",28.9
"Yapsiei",8,1977,"tavg",25.2
"Yapsiei",8,1977,"ppt",470.7
"Yapsiei",9,1977,"tmin",21.3
"Yapsiei",9,1977,"tmax",29.2
"Yapsiei",9,1977,"tavg",25.25
"Yapsiei",9,1977,"ppt",341.2
"Yapsiei",10,1977,"tmin",21.6
"Yapsiei",10,1977,"tmax",29.9
"Yapsiei",10,1977,"tavg",25.75
"Yapsiei",10,1977,"ppt",374
"Yapsiei",11,1977,"tmin",21.5
"Yapsiei",11,1977,"tmax",30.9
"Yapsiei",11,1977,"tavg",26.2
"Yapsiei",11,1977,"ppt",202.3
"Yapsiei",12,1977,"tmin",21.6
"Yapsiei",12,1977,"tmax",30.3
"Yapsiei",12,1977,"tavg",25.95
"Yapsiei",12,1977,"ppt",280.2
"Elem",1,1978,"tmin",20
"Elem",1,1978,"tmax",31.2
"Elem",1,1978,"tavg",25.6
"Elem",1,1978,"ppt",353.5
"Elem",2,1978,"tmin",20.5
"Elem",2,1978,"tmax",30.8
"Elem",2,1978,"tavg",25.65
"Elem",2,1978,"ppt",464.9
"Elem",3,1978,"tmin",20.2
"Elem",3,1978,"tmax",30.8
"Elem",3,1978,"tavg",25.5
"Elem",3,1978,"ppt",439
"Elem",4,1978,"tmin",20.2
"Elem",4,1978,"tmax",30.2
"Elem",4,1978,"tavg",25.2
"Elem",4,1978,"ppt",400.8
"Elem",5,1978,"tmin",20.8
"Elem",5,1978,"tmax",31.3
"Elem",5,1978,"tavg",26.05
"Elem",5,1978,"ppt",291.5
"Elem",6,1978,"tmin",19.7
"Elem",6,1978,"tmax",31.1
"Elem",6,1978,"tavg",25.4
"Elem",6,1978,"ppt",115.8
"Elem",7,1978,"tmin",19.5
"Elem",7,1978,"tmax",30.6
"Elem",7,1978,"tavg",25.05
"Elem",7,1978,"ppt",105.4
"Elem",8,1978,"tmin",20
"Elem",8,1978,"tmax",30.7
"Elem",8,1978,"tavg",25.35
"Elem",8,1978,"ppt",153.6
"Elem",9,1978,"tmin",19.9
"Elem",9,1978,"tmax",30.7
"Elem",9,1978,"tavg",25.3
"Elem",9,1978,"ppt",162.7
"Elem",10,1978,"tmin",20.1
"Elem",10,1978,"tmax",31.1
"Elem",10,1978,"tavg",25.6
"Elem",10,1978,"ppt",268.6
"Elem",11,1978,"tmin",20.3
"Elem",11,1978,"tmax",30.4
"Elem",11,1978,"tavg",25.35
"Elem",11,1978,"ppt",393
"Elem",12,1978,"tmin",20.7
"Elem",12,1978,"tmax",31.2
"Elem",12,1978,"tavg",25.95
"Elem",12,1978,"ppt",391
"Morox",1,1978,"tmin",22.2
"Morox",1,1978,"tmax",31.7
"Morox",1,1978,"tavg",26.95
"Morox",1,1978,"ppt",219.7
"Morox",2,1978,"tmin",22.2
"Morox",2,1978,"tmax",31.6
"Morox",2,1978,"tavg",26.9
"Morox",2,1978,"ppt",224.2
"Morox",3,1978,"tmin",21.6
"Morox",3,1978,"tmax",31.3
"Morox",3,1978,"tavg",26.45
"Morox",3,1978,"ppt",272.8
"Morox",4,1978,"tmin",21.5
"Morox",4,1978,"tmax",31
"Morox",4,1978,"tavg",26.25
"Morox",4,1978,"ppt",245.6
"Morox",5,1978,"tmin",22.2
"Morox",5,1978,"tmax",32.2
"Morox",5,1978,"tavg",27.2
"Morox",5,1978,"ppt",165.9
"Morox",6,1978,"tmin",21.5
"Morox",6,1978,"tmax",31.9
"Morox",6,1978,"tavg",26.7
"Morox",6,1978,"ppt",67.4
"Morox",7,1978,"tmin",21.1
"Morox",7,1978,"tmax",31.7
"Morox",7,1978,"tavg",26.4
"Morox",7,1978,"ppt",71.4
"Morox",8,1978,"tmin",21.1
"Morox",8,1978,"tmax",31.8
"Morox",8,1978,"tavg",26.45
"Morox",8,1978,"ppt",114.4
"Morox",9,1978,"tmin",21.1
"Morox",9,1978,"tmax",31.6
"Morox",9,1978,"tavg",26.35
"Morox",9,1978,"ppt",114.5
"Morox",10,1978,"tmin",21.8
"Morox",10,1978,"tmax",32.1
"Morox",10,1978,"tavg",26.95
"Morox",10,1978,"ppt",155.4
"Morox",11,1978,"tmin",22
"Morox",11,1978,"tmax",31.3
"Morox",11,1978,"tavg",26.65
"Morox",11,1978,"ppt",311
"Morox",12,1978,"tmin",22.3
"Morox",12,1978,"tmax",32
"Morox",12,1978,"tavg",27.15
"Morox",12,1978,"ppt",313.1
"Niksek",1,1978,"tmin",21
"Niksek",1,1978,"tmax",31.1
"Niksek",1,1978,"tavg",26.05
"Niksek",1,1978,"ppt",233.7
"Niksek",2,1978,"tmin",21.2
"Niksek",2,1978,"tmax",30.9
"Niksek",2,1978,"tavg",26.05
"Niksek",2,1978,"ppt",391
"Niksek",3,1978,"tmin",21
"Niksek",3,1978,"tmax",30.8
"Niksek",3,1978,"tavg",25.9
"Niksek",3,1978,"ppt",375.7
"Niksek",4,1978,"tmin",21
"Niksek",4,1978,"tmax",30.6
"Niksek",4,1978,"tavg",25.8
"Niksek",4,1978,"ppt",349.8
"Niksek",5,1978,"tmin",21.9
"Niksek",5,1978,"tmax",30.9
"Niksek",5,1978,"tavg",26.4
"Niksek",5,1978,"ppt",351.6
"Niksek",6,1978,"tmin",21.3
"Niksek",6,1978,"tmax",30.5
"Niksek",6,1978,"tavg",25.9
"Niksek",6,1978,"ppt",163.8
"Niksek",7,1978,"tmin",20.9
"Niksek",7,1978,"tmax",29.9
"Niksek",7,1978,"tavg",25.4
"Niksek",7,1978,"ppt",199.8
"Niksek",8,1978,"tmin",21.1
"Niksek",8,1978,"tmax",30.4
"Niksek",8,1978,"tavg",25.75
"Niksek",8,1978,"ppt",233.3
"Niksek",9,1978,"tmin",21.2
"Niksek",9,1978,"tmax",30.4
"Niksek",9,1978,"tavg",25.8
"Niksek",9,1978,"ppt",205.4
"Niksek",10,1978,"tmin",21.1
"Niksek",10,1978,"tmax",30.7
"Niksek",10,1978,"tavg",25.9
"Niksek",10,1978,"ppt",412
"Niksek",11,1978,"tmin",21.4
"Niksek",11,1978,"tmax",30.8
"Niksek",11,1978,"tavg",26.1
"Niksek",11,1978,"ppt",420.6
"Niksek",12,1978,"tmin",21.5
"Niksek",12,1978,"tmax",30.8
"Niksek",12,1978,"tavg",26.15
"Niksek",12,1978,"ppt",369.9
"Ohu",1,1978,"tmin",21.9
"Ohu",1,1978,"tmax",29.8
"Ohu",1,1978,"tavg",25.85
"Ohu",1,1978,"ppt",421.5
"Ohu",2,1978,"tmin",22.1
"Ohu",2,1978,"tmax",30
"Ohu",2,1978,"tavg",26.05
"Ohu",2,1978,"ppt",409.7
"Ohu",3,1978,"tmin",21.9
"Ohu",3,1978,"tmax",29.7
"Ohu",3,1978,"tavg",25.8
"Ohu",3,1978,"ppt",414.6
"Ohu",4,1978,"tmin",21.6
"Ohu",4,1978,"tmax",29.1
"Ohu",4,1978,"tavg",25.35
"Ohu",4,1978,"ppt",485.4
"Ohu",5,1978,"tmin",21.9
"Ohu",5,1978,"tmax",29.7
"Ohu",5,1978,"tavg",25.8
"Ohu",5,1978,"ppt",228.1
"Ohu",6,1978,"tmin",21.4
"Ohu",6,1978,"tmax",29.5
"Ohu",6,1978,"tavg",25.45
"Ohu",6,1978,"ppt",96.9
"Ohu",7,1978,"tmin",20.9
"Ohu",7,1978,"tmax",29
"Ohu",7,1978,"tavg",24.95
"Ohu",7,1978,"ppt",77.9
"Ohu",8,1978,"tmin",21.3
"Ohu",8,1978,"tmax",29
"Ohu",8,1978,"tavg",25.15
"Ohu",8,1978,"ppt",137.8
"Ohu",9,1978,"tmin",21.3
"Ohu",9,1978,"tmax",29.4
"Ohu",9,1978,"tavg",25.35
"Ohu",9,1978,"ppt",156
"Ohu",10,1978,"tmin",21.7
"Ohu",10,1978,"tmax",29.8
"Ohu",10,1978,"tavg",25.75
"Ohu",10,1978,"ppt",148.9
"Ohu",11,1978,"tmin",21.6
"Ohu",11,1978,"tmax",30.1
"Ohu",11,1978,"tavg",25.85
"Ohu",11,1978,"ppt",393.7
"Ohu",12,1978,"tmin",22
"Ohu",12,1978,"tmax",29.9
"Ohu",12,1978,"tavg",25.95
"Ohu",12,1978,"ppt",304.2
"Utai",1,1978,"tmin",22
"Utai",1,1978,"tmax",29.2
"Utai",1,1978,"tavg",25.6
"Utai",1,1978,"ppt",249.5
"Utai",2,1978,"tmin",22.3
"Utai",2,1978,"tmax",29.6
"Utai",2,1978,"tavg",25.95
"Utai",2,1978,"ppt",193.3
"Utai",3,1978,"tmin",22
"Utai",3,1978,"tmax",29
"Utai",3,1978,"tavg",25.5
"Utai",3,1978,"ppt",378.8
"Utai",4,1978,"tmin",21.7
"Utai",4,1978,"tmax",29
"Utai",4,1978,"tavg",25.35
"Utai",4,1978,"ppt",230.7
"Utai",5,1978,"tmin",22.4
"Utai",5,1978,"tmax",29.4
"Utai",5,1978,"tavg",25.9
"Utai",5,1978,"ppt",201.3
"Utai",6,1978,"tmin",21.6
"Utai",6,1978,"tmax",29
"Utai",6,1978,"tavg",25.3
"Utai",6,1978,"ppt",86.6
"Utai",7,1978,"tmin",21.4
"Utai",7,1978,"tmax",28.6
"Utai",7,1978,"tavg",25
"Utai",7,1978,"ppt",102.1
"Utai",8,1978,"tmin",21.5
"Utai",8,1978,"tmax",28.4
"Utai",8,1978,"tavg",24.95
"Utai",8,1978,"ppt",204.1
"Utai",9,1978,"tmin",21.6
"Utai",9,1978,"tmax",28.5
"Utai",9,1978,"tavg",25.05
"Utai",9,1978,"ppt",194.1
"Utai",10,1978,"tmin",21.8
"Utai",10,1978,"tmax",29.3
"Utai",10,1978,"tavg",25.55
"Utai",10,1978,"ppt",252.8
"Utai",11,1978,"tmin",21.9
"Utai",11,1978,"tmax",29.2
"Utai",11,1978,"tavg",25.55
"Utai",11,1978,"ppt",193.7
"Utai",12,1978,"tmin",21.9
"Utai",12,1978,"tmax",29.2
"Utai",12,1978,"tavg",25.55
"Utai",12,1978,"ppt",248.4
"Wamangu",1,1978,"tmin",22.2
"Wamangu",1,1978,"tmax",31.3
"Wamangu",1,1978,"tavg",26.75
"Wamangu",1,1978,"ppt",155.2
"Wamangu",2,1978,"tmin",22.2
"Wamangu",2,1978,"tmax",31.3
"Wamangu",2,1978,"tavg",26.75
"Wamangu",2,1978,"ppt",155.9
"Wamangu",3,1978,"tmin",21.6
"Wamangu",3,1978,"tmax",30.9
"Wamangu",3,1978,"tavg",26.25
"Wamangu",3,1978,"ppt",198.4
"Wamangu",4,1978,"tmin",21.5
"Wamangu",4,1978,"tmax",30.8
"Wamangu",4,1978,"tavg",26.15
"Wamangu",4,1978,"ppt",221.7
"Wamangu",5,1978,"tmin",22.2
"Wamangu",5,1978,"tmax",31.8
"Wamangu",5,1978,"tavg",27
"Wamangu",5,1978,"ppt",188.5
"Wamangu",6,1978,"tmin",21.5
"Wamangu",6,1978,"tmax",31.3
"Wamangu",6,1978,"tavg",26.4
"Wamangu",6,1978,"ppt",82.8
"Wamangu",7,1978,"tmin",21
"Wamangu",7,1978,"tmax",31.1
"Wamangu",7,1978,"tavg",26.05
"Wamangu",7,1978,"ppt",90.7
"Wamangu",8,1978,"tmin",20.9
"Wamangu",8,1978,"tmax",31.5
"Wamangu",8,1978,"tavg",26.2
"Wamangu",8,1978,"ppt",134.9
"Wamangu",9,1978,"tmin",21.1
"Wamangu",9,1978,"tmax",31.4
"Wamangu",9,1978,"tavg",26.25
"Wamangu",9,1978,"ppt",122.9
"Wamangu",10,1978,"tmin",21.7
"Wamangu",10,1978,"tmax",31.4
"Wamangu",10,1978,"tavg",26.55
"Wamangu",10,1978,"ppt",213.7
"Wamangu",11,1978,"tmin",21.8
"Wamangu",11,1978,"tmax",30.9
"Wamangu",11,1978,"tavg",26.35
"Wamangu",11,1978,"ppt",262.8
"Wamangu",12,1978,"tmin",22.1
"Wamangu",12,1978,"tmax",31.5
"Wamangu",12,1978,"tavg",26.8
"Wamangu",12,1978,"ppt",263.3
"Wanang",1,1978,"tmin",20.8
"Wanang",1,1978,"tmax",29.4
"Wanang",1,1978,"tavg",25.1
"Wanang",1,1978,"ppt",468.7
"Wanang",2,1978,"tmin",21.1
"Wanang",2,1978,"tmax",29.3
"Wanang",2,1978,"tavg",25.2
"Wanang",2,1978,"ppt",561.1
"Wanang",3,1978,"tmin",20.9
"Wanang",3,1978,"tmax",30.5
"Wanang",3,1978,"tavg",25.7
"Wanang",3,1978,"ppt",378.8
"Wanang",4,1978,"tmin",20.7
"Wanang",4,1978,"tmax",28.9
"Wanang",4,1978,"tavg",24.8
"Wanang",4,1978,"ppt",481
"Wanang",5,1978,"tmin",21.2
"Wanang",5,1978,"tmax",30.2
"Wanang",5,1978,"tavg",25.7
"Wanang",5,1978,"ppt",230.4
"Wanang",6,1978,"tmin",20.1
"Wanang",6,1978,"tmax",30.1
"Wanang",6,1978,"tavg",25.1
"Wanang",6,1978,"ppt",72.7
"Wanang",7,1978,"tmin",19.8
"Wanang",7,1978,"tmax",29.5
"Wanang",7,1978,"tavg",24.65
"Wanang",7,1978,"ppt",120.8
"Wanang",8,1978,"tmin",20.4
"Wanang",8,1978,"tmax",29.4
"Wanang",8,1978,"tavg",24.9
"Wanang",8,1978,"ppt",139.7
"Wanang",9,1978,"tmin",20.4
"Wanang",9,1978,"tmax",29.4
"Wanang",9,1978,"tavg",24.9
"Wanang",9,1978,"ppt",148.9
"Wanang",10,1978,"tmin",20.5
"Wanang",10,1978,"tmax",30
"Wanang",10,1978,"tavg",25.25
"Wanang",10,1978,"ppt",236.8
"Wanang",11,1978,"tmin",20.6
"Wanang",11,1978,"tmax",29.8
"Wanang",11,1978,"tavg",25.2
"Wanang",11,1978,"ppt",474.2
"Wanang",12,1978,"tmin",21.1
"Wanang",12,1978,"tmax",30
"Wanang",12,1978,"tavg",25.55
"Wanang",12,1978,"ppt",366.6
"Yapsiei",1,1978,"tmin",21.8
"Yapsiei",1,1978,"tmax",30.4
"Yapsiei",1,1978,"tavg",26.1
"Yapsiei",1,1978,"ppt",314.2
"Yapsiei",2,1978,"tmin",22
"Yapsiei",2,1978,"tmax",30.4
"Yapsiei",2,1978,"tavg",26.2
"Yapsiei",2,1978,"ppt",392.1
"Yapsiei",3,1978,"tmin",21.8
"Yapsiei",3,1978,"tmax",30.2
"Yapsiei",3,1978,"tavg",26
"Yapsiei",3,1978,"ppt",424.3
"Yapsiei",4,1978,"tmin",21.6
"Yapsiei",4,1978,"tmax",29.8
"Yapsiei",4,1978,"tavg",25.7
"Yapsiei",4,1978,"ppt",467.5
"Yapsiei",5,1978,"tmin",22.2
"Yapsiei",5,1978,"tmax",30.2
"Yapsiei",5,1978,"tavg",26.2
"Yapsiei",5,1978,"ppt",425.2
"Yapsiei",6,1978,"tmin",21.3
"Yapsiei",6,1978,"tmax",30.2
"Yapsiei",6,1978,"tavg",25.75
"Yapsiei",6,1978,"ppt",163
"Yapsiei",7,1978,"tmin",21.2
"Yapsiei",7,1978,"tmax",29.5
"Yapsiei",7,1978,"tavg",25.35
"Yapsiei",7,1978,"ppt",183.7
"Yapsiei",8,1978,"tmin",21.7
"Yapsiei",8,1978,"tmax",29
"Yapsiei",8,1978,"tavg",25.35
"Yapsiei",8,1978,"ppt",363.9
"Yapsiei",9,1978,"tmin",21.5
"Yapsiei",9,1978,"tmax",29.7
"Yapsiei",9,1978,"tavg",25.6
"Yapsiei",9,1978,"ppt",281.8
"Yapsiei",10,1978,"tmin",21.7
"Yapsiei",10,1978,"tmax",30.1
"Yapsiei",10,1978,"tavg",25.9
"Yapsiei",10,1978,"ppt",231.9
"Yapsiei",11,1978,"tmin",21.7
"Yapsiei",11,1978,"tmax",30.6
"Yapsiei",11,1978,"tavg",26.15
"Yapsiei",11,1978,"ppt",241
"Yapsiei",12,1978,"tmin",21.9
"Yapsiei",12,1978,"tmax",30.1
"Yapsiei",12,1978,"tavg",26
"Yapsiei",12,1978,"ppt",335.7
"Elem",1,1979,"tmin",20.7
"Elem",1,1979,"tmax",31
"Elem",1,1979,"tavg",25.85
"Elem",1,1979,"ppt",317.3
"Elem",2,1979,"tmin",20.7
"Elem",2,1979,"tmax",30.5
"Elem",2,1979,"tavg",25.6
"Elem",2,1979,"ppt",361.6
"Elem",3,1979,"tmin",20.3
"Elem",3,1979,"tmax",30.4
"Elem",3,1979,"tavg",25.35
"Elem",3,1979,"ppt",426.3
"Elem",4,1979,"tmin",20.4
"Elem",4,1979,"tmax",30.5
"Elem",4,1979,"tavg",25.45
"Elem",4,1979,"ppt",391.4
"Elem",5,1979,"tmin",20.5
"Elem",5,1979,"tmax",30.5
"Elem",5,1979,"tavg",25.5
"Elem",5,1979,"ppt",262
"Elem",6,1979,"tmin",20.3
"Elem",6,1979,"tmax",30.7
"Elem",6,1979,"tavg",25.5
"Elem",6,1979,"ppt",155.4
"Elem",7,1979,"tmin",19.9
"Elem",7,1979,"tmax",29.6
"Elem",7,1979,"tavg",24.75
"Elem",7,1979,"ppt",173
"Elem",8,1979,"tmin",19.8
"Elem",8,1979,"tmax",30.9
"Elem",8,1979,"tavg",25.35
"Elem",8,1979,"ppt",100.8
"Elem",9,1979,"tmin",20
"Elem",9,1979,"tmax",31
"Elem",9,1979,"tavg",25.5
"Elem",9,1979,"ppt",175.7
"Elem",10,1979,"tmin",20.5
"Elem",10,1979,"tmax",31.1
"Elem",10,1979,"tavg",25.8
"Elem",10,1979,"ppt",292.8
"Elem",11,1979,"tmin",20.3
"Elem",11,1979,"tmax",31.1
"Elem",11,1979,"tavg",25.7
"Elem",11,1979,"ppt",321.5
"Elem",12,1979,"tmin",20.3
"Elem",12,1979,"tmax",30.6
"Elem",12,1979,"tavg",25.45
"Elem",12,1979,"ppt",354.7
"Morox",1,1979,"tmin",22.9
"Morox",1,1979,"tmax",32.2
"Morox",1,1979,"tavg",27.55
"Morox",1,1979,"ppt",122.3
"Morox",2,1979,"tmin",22.2
"Morox",2,1979,"tmax",31.4
"Morox",2,1979,"tavg",26.8
"Morox",2,1979,"ppt",207.7
"Morox",3,1979,"tmin",21.6
"Morox",3,1979,"tmax",31
"Morox",3,1979,"tavg",26.3
"Morox",3,1979,"ppt",273.2
"Morox",4,1979,"tmin",21.7
"Morox",4,1979,"tmax",31.2
"Morox",4,1979,"tavg",26.45
"Morox",4,1979,"ppt",248.1
"Morox",5,1979,"tmin",21.7
"Morox",5,1979,"tmax",31.7
"Morox",5,1979,"tavg",26.7
"Morox",5,1979,"ppt",177.9
"Morox",6,1979,"tmin",21.6
"Morox",6,1979,"tmax",31.6
"Morox",6,1979,"tavg",26.6
"Morox",6,1979,"ppt",112.1
"Morox",7,1979,"tmin",20.8
"Morox",7,1979,"tmax",31
"Morox",7,1979,"tavg",25.9
"Morox",7,1979,"ppt",118.4
"Morox",8,1979,"tmin",21.3
"Morox",8,1979,"tmax",32.3
"Morox",8,1979,"tavg",26.8
"Morox",8,1979,"ppt",43.6
"Morox",9,1979,"tmin",21.4
"Morox",9,1979,"tmax",32.2
"Morox",9,1979,"tavg",26.8
"Morox",9,1979,"ppt",104
"Morox",10,1979,"tmin",22
"Morox",10,1979,"tmax",32.1
"Morox",10,1979,"tavg",27.05
"Morox",10,1979,"ppt",171.4
"Morox",11,1979,"tmin",22
"Morox",11,1979,"tmax",32.1
"Morox",11,1979,"tavg",27.05
"Morox",11,1979,"ppt",217.7
"Morox",12,1979,"tmin",22.1
"Morox",12,1979,"tmax",31.5
"Morox",12,1979,"tavg",26.8
"Morox",12,1979,"ppt",209.3
"Niksek",1,1979,"tmin",21.2
"Niksek",1,1979,"tmax",31.5
"Niksek",1,1979,"tavg",26.35
"Niksek",1,1979,"ppt",378.4
"Niksek",2,1979,"tmin",21.2
"Niksek",2,1979,"tmax",30.8
"Niksek",2,1979,"tavg",26
"Niksek",2,1979,"ppt",448.3
"Niksek",3,1979,"tmin",21.1
"Niksek",3,1979,"tmax",30.1
"Niksek",3,1979,"tavg",25.6
"Niksek",3,1979,"ppt",452.3
"Niksek",4,1979,"tmin",21.3
"Niksek",4,1979,"tmax",30.6
"Niksek",4,1979,"tavg",25.95
"Niksek",4,1979,"ppt",402.8
"Niksek",5,1979,"tmin",21.6
"Niksek",5,1979,"tmax",30.6
"Niksek",5,1979,"tavg",26.1
"Niksek",5,1979,"ppt",268.6
"Niksek",6,1979,"tmin",21.4
"Niksek",6,1979,"tmax",30.3
"Niksek",6,1979,"tavg",25.85
"Niksek",6,1979,"ppt",199.8
"Niksek",7,1979,"tmin",20.9
"Niksek",7,1979,"tmax",28.9
"Niksek",7,1979,"tavg",24.9
"Niksek",7,1979,"ppt",303.6
"Niksek",8,1979,"tmin",20.5
"Niksek",8,1979,"tmax",31
"Niksek",8,1979,"tavg",25.75
"Niksek",8,1979,"ppt",187.1
"Niksek",9,1979,"tmin",21.2
"Niksek",9,1979,"tmax",30.8
"Niksek",9,1979,"tavg",26
"Niksek",9,1979,"ppt",237.2
"Niksek",10,1979,"tmin",21.3
"Niksek",10,1979,"tmax",30.8
"Niksek",10,1979,"tavg",26.05
"Niksek",10,1979,"ppt",399.9
"Niksek",11,1979,"tmin",21.4
"Niksek",11,1979,"tmax",31.4
"Niksek",11,1979,"tavg",26.4
"Niksek",11,1979,"ppt",297.7
"Niksek",12,1979,"tmin",21
"Niksek",12,1979,"tmax",30.6
"Niksek",12,1979,"tavg",25.8
"Niksek",12,1979,"ppt",247.1
"Ohu",1,1979,"tmin",22.5
"Ohu",1,1979,"tmax",30.5
"Ohu",1,1979,"tavg",26.5
"Ohu",1,1979,"ppt",270.1
"Ohu",2,1979,"tmin",22.3
"Ohu",2,1979,"tmax",29.9
"Ohu",2,1979,"tavg",26.1
"Ohu",2,1979,"ppt",374.7
"Ohu",3,1979,"tmin",21.9
"Ohu",3,1979,"tmax",29.3
"Ohu",3,1979,"tavg",25.6
"Ohu",3,1979,"ppt",420.3
"Ohu",4,1979,"tmin",21.8
"Ohu",4,1979,"tmax",29.4
"Ohu",4,1979,"tavg",25.6
"Ohu",4,1979,"ppt",300.6
"Ohu",5,1979,"tmin",21.5
"Ohu",5,1979,"tmax",29.3
"Ohu",5,1979,"tavg",25.4
"Ohu",5,1979,"ppt",226.3
"Ohu",6,1979,"tmin",21.4
"Ohu",6,1979,"tmax",29.2
"Ohu",6,1979,"tavg",25.3
"Ohu",6,1979,"ppt",138.5
"Ohu",7,1979,"tmin",20.8
"Ohu",7,1979,"tmax",28.3
"Ohu",7,1979,"tavg",24.55
"Ohu",7,1979,"ppt",155.8
"Ohu",8,1979,"tmin",21
"Ohu",8,1979,"tmax",28.7
"Ohu",8,1979,"tavg",24.85
"Ohu",8,1979,"ppt",83.9
"Ohu",9,1979,"tmin",21.4
"Ohu",9,1979,"tmax",29.8
"Ohu",9,1979,"tavg",25.6
"Ohu",9,1979,"ppt",110.1
"Ohu",10,1979,"tmin",21.7
"Ohu",10,1979,"tmax",29.6
"Ohu",10,1979,"tavg",25.65
"Ohu",10,1979,"ppt",310.7
"Ohu",11,1979,"tmin",21.7
"Ohu",11,1979,"tmax",30.6
"Ohu",11,1979,"tavg",26.15
"Ohu",11,1979,"ppt",186
"Ohu",12,1979,"tmin",21.7
"Ohu",12,1979,"tmax",29.7
"Ohu",12,1979,"tavg",25.7
"Ohu",12,1979,"ppt",264.3
"Utai",1,1979,"tmin",22.4
"Utai",1,1979,"tmax",29.8
"Utai",1,1979,"tavg",26.1
"Utai",1,1979,"ppt",149.2
"Utai",2,1979,"tmin",22.1
"Utai",2,1979,"tmax",29.1
"Utai",2,1979,"tavg",25.6
"Utai",2,1979,"ppt",182.8
"Utai",3,1979,"tmin",21.8
"Utai",3,1979,"tmax",28.7
"Utai",3,1979,"tavg",25.25
"Utai",3,1979,"ppt",382.1
"Utai",4,1979,"tmin",22
"Utai",4,1979,"tmax",29.4
"Utai",4,1979,"tavg",25.7
"Utai",4,1979,"ppt",238
"Utai",5,1979,"tmin",21.8
"Utai",5,1979,"tmax",29.1
"Utai",5,1979,"tavg",25.45
"Utai",5,1979,"ppt",225.7
"Utai",6,1979,"tmin",21.6
"Utai",6,1979,"tmax",28.8
"Utai",6,1979,"tavg",25.2
"Utai",6,1979,"ppt",139
"Utai",7,1979,"tmin",21.1
"Utai",7,1979,"tmax",27.9
"Utai",7,1979,"tavg",24.5
"Utai",7,1979,"ppt",181.6
"Utai",8,1979,"tmin",21.4
"Utai",8,1979,"tmax",29
"Utai",8,1979,"tavg",25.2
"Utai",8,1979,"ppt",115.3
"Utai",9,1979,"tmin",21.6
"Utai",9,1979,"tmax",28.9
"Utai",9,1979,"tavg",25.25
"Utai",9,1979,"ppt",167.6
"Utai",10,1979,"tmin",21.9
"Utai",10,1979,"tmax",29.3
"Utai",10,1979,"tavg",25.6
"Utai",10,1979,"ppt",220.8
"Utai",11,1979,"tmin",21.9
"Utai",11,1979,"tmax",29.4
"Utai",11,1979,"tavg",25.65
"Utai",11,1979,"ppt",203.5
"Utai",12,1979,"tmin",21.6
"Utai",12,1979,"tmax",29.2
"Utai",12,1979,"tavg",25.4
"Utai",12,1979,"ppt",199.2
"Wamangu",1,1979,"tmin",22.8
"Wamangu",1,1979,"tmax",31.9
"Wamangu",1,1979,"tavg",27.35
"Wamangu",1,1979,"ppt",95.1
"Wamangu",2,1979,"tmin",22.2
"Wamangu",2,1979,"tmax",31
"Wamangu",2,1979,"tavg",26.6
"Wamangu",2,1979,"ppt",132.4
"Wamangu",3,1979,"tmin",21.6
"Wamangu",3,1979,"tmax",30.6
"Wamangu",3,1979,"tavg",26.1
"Wamangu",3,1979,"ppt",229.1
"Wamangu",4,1979,"tmin",21.8
"Wamangu",4,1979,"tmax",31
"Wamangu",4,1979,"tavg",26.4
"Wamangu",4,1979,"ppt",201.5
"Wamangu",5,1979,"tmin",21.6
"Wamangu",5,1979,"tmax",31.3
"Wamangu",5,1979,"tavg",26.45
"Wamangu",5,1979,"ppt",185.2
"Wamangu",6,1979,"tmin",21.6
"Wamangu",6,1979,"tmax",31
"Wamangu",6,1979,"tavg",26.3
"Wamangu",6,1979,"ppt",111.9
"Wamangu",7,1979,"tmin",20.9
"Wamangu",7,1979,"tmax",30.5
"Wamangu",7,1979,"tavg",25.7
"Wamangu",7,1979,"ppt",119.6
"Wamangu",8,1979,"tmin",20.9
"Wamangu",8,1979,"tmax",32.1
"Wamangu",8,1979,"tavg",26.5
"Wamangu",8,1979,"ppt",55.9
"Wamangu",9,1979,"tmin",21.3
"Wamangu",9,1979,"tmax",31.8
"Wamangu",9,1979,"tavg",26.55
"Wamangu",9,1979,"ppt",121.3
"Wamangu",10,1979,"tmin",21.9
"Wamangu",10,1979,"tmax",31.6
"Wamangu",10,1979,"tavg",26.75
"Wamangu",10,1979,"ppt",180.8
"Wamangu",11,1979,"tmin",21.7
"Wamangu",11,1979,"tmax",31.8
"Wamangu",11,1979,"tavg",26.75
"Wamangu",11,1979,"ppt",195.5
"Wamangu",12,1979,"tmin",21.8
"Wamangu",12,1979,"tmax",31
"Wamangu",12,1979,"tavg",26.4
"Wamangu",12,1979,"ppt",160.9
"Wanang",1,1979,"tmin",21.4
"Wanang",1,1979,"tmax",29.5
"Wanang",1,1979,"tavg",25.45
"Wanang",1,1979,"ppt",319.3
"Wanang",2,1979,"tmin",21.3
"Wanang",2,1979,"tmax",29.6
"Wanang",2,1979,"tavg",25.45
"Wanang",2,1979,"ppt",440.6
"Wanang",3,1979,"tmin",21
"Wanang",3,1979,"tmax",29.2
